date,timestamp,pm2.5,temperature,humidity,filter
2018-01-24T20,1516795200,6.34,21.00,66.00,20.00
2018-01-24T21,1516798800,6.17,21.00,66.00,20.00
2018-01-24T22,1516802400,5.95,21.00,66.00,20.00
2018-01-24T23,1516806000,4.15,20.00,68.00,20.00
2018-01-25T00,1516809600,4.08,20.00,68.00,20.00
2018-01-25T01,1516813200,5.15,22.00,65.00,20.00
2018-01-25T02,1516816800,5.11,21.00,66.00,20.00
2018-01-25T03,1516820400,5.39,22.00,68.00,20.00
2018-01-25T04,1516824000,4.84,22.00,68.00,20.00
2018-01-25T05,1516827600,3.80,21.00,68.00,20.00
2018-01-25T06,1516831200,3.62,21.00,68.00,20.00
2018-01-25T07,1516834800,4.40,22.00,69.00,20.00
2018-01-25T08,1516838400,4.82,22.00,70.00,20.00
2018-01-25T09,1516842000,5.03,22.00,71.00,20.00
2018-01-25T10,1516845600,4.98,22.00,68.00,20.00
2018-01-25T11,1516849200,5.04,22.00,68.00,20.00
2018-01-25T12,1516852800,5.44,22.00,68.00,20.00
2018-01-25T13,1516856400,5.27,22.00,68.00,20.00
2018-01-25T14,1516860000,5.07,22.00,68.00,20.00
2018-01-25T15,1516863600,3.83,21.00,69.00,20.00
2018-01-25T16,1516867200,3.61,21.00,69.00,20.00
2018-01-25T17,1516870800,4.15,21.00,68.00,20.00
2018-01-25T18,1516874400,4.12,21.00,69.00,20.00
2018-01-25T19,1516878000,4.00,21.00,69.00,20.00
2018-01-25T20,1516881600,3.90,21.00,69.00,20.00
2018-01-25T21,1516885200,3.90,21.00,69.00,20.00
2018-01-25T22,1516888800,3.80,21.00,69.00,20.00
2018-01-25T23,1516892400,3.07,21.00,70.00,19.00
2018-01-26T00,1516896000,3.06,21.00,70.00,19.00
2018-01-26T01,1516899600,3.47,21.00,68.00,19.00
2018-01-26T02,1516903200,3.30,21.00,68.00,19.00
2018-01-26T03,1516906800,3.23,21.00,67.00,19.00
2018-01-26T04,1516910400,3.23,21.00,67.00,19.00
2018-01-26T05,1516914000,3.17,21.00,67.00,19.00
2018-01-26T06,1516917600,3.82,21.00,62.00,19.00
2018-01-26T07,1516921200,3.56,22.00,65.00,19.00
2018-01-26T08,1516924800,3.34,21.00,65.00,19.00
2018-01-26T09,1516928400,3.58,21.00,65.00,19.00
2018-01-26T10,1516932000,3.57,21.00,64.00,19.00
2018-01-26T11,1516935600,3.73,21.00,64.00,19.00
2018-01-26T12,1516939200,3.81,21.00,64.00,19.00
2018-01-26T13,1516942800,3.95,21.00,64.00,19.00
2018-01-26T14,1516946400,3.82,21.00,64.00,19.00
2018-01-26T15,1516950000,3.75,21.00,65.00,19.00
2018-01-26T17,1516957200,3.78,21.00,65.00,19.00
2018-01-26T18,1516960800,3.66,21.00,65.00,19.00
2018-01-26T19,1516964400,3.68,21.00,65.00,19.00
2018-01-26T20,1516968000,3.47,21.00,65.00,19.00
2018-01-26T21,1516971600,3.58,21.00,65.00,19.00
2018-01-26T22,1516975200,3.38,21.00,65.00,19.00
2018-01-26T23,1516978800,3.49,21.00,65.00,19.00
2018-01-27T00,1516982400,3.46,21.00,65.00,19.00
2018-01-27T01,1516986000,3.31,21.00,65.00,19.00
2018-01-27T02,1516989600,3.41,21.00,65.00,19.00
2018-01-27T03,1516993200,3.39,21.00,65.00,19.00
2018-01-27T04,1516996800,3.46,21.00,65.00,19.00
2018-01-27T05,1517000400,3.58,21.00,65.00,19.00
2018-01-27T06,1517004000,3.71,21.00,65.00,19.00
2018-01-27T07,1517007600,3.84,21.00,65.00,19.00
2018-01-27T08,1517011200,3.76,21.00,65.00,19.00
2018-01-27T09,1517014800,3.67,21.00,65.00,19.00
2018-01-27T10,1517018400,3.76,21.00,65.00,19.00
2018-01-27T11,1517022000,3.51,21.00,65.00,19.00
2018-01-27T12,1517025600,3.48,21.00,66.00,19.00
2018-01-27T13,1517029200,3.46,21.00,66.00,19.00
2018-01-27T15,1517036400,3.38,21.00,66.00,19.00
2018-01-27T16,1517040000,3.35,21.00,66.00,19.00
2018-01-27T17,1517043600,3.24,21.00,66.00,19.00
2018-01-27T18,1517047200,3.31,21.00,66.00,19.00
2018-01-27T19,1517050800,3.30,21.00,66.00,19.00
2018-01-27T20,1517054400,3.22,21.00,66.00,19.00
2018-01-27T21,1517058000,3.45,21.00,66.00,19.00
2018-01-27T22,1517061600,3.46,21.00,66.00,19.00
2018-01-27T23,1517065200,3.57,21.00,67.00,19.00
2018-01-28T00,1517068800,3.79,21.00,67.00,19.00
2018-01-28T01,1517072400,3.86,21.00,67.00,19.00
2018-01-28T02,1517076000,3.90,21.00,67.00,19.00
2018-01-28T03,1517079600,3.86,21.00,67.00,19.00
2018-01-28T04,1517083200,3.99,21.00,67.00,19.00
2018-01-28T05,1517086800,3.88,21.00,67.00,19.00
2018-01-28T07,1517094000,3.80,21.00,67.00,19.00
2018-01-28T08,1517097600,3.83,21.00,68.00,19.00
2018-01-28T10,1517104800,3.74,21.00,68.00,19.00
2018-01-28T11,1517108400,3.67,21.00,68.00,19.00
2018-01-28T12,1517112000,3.59,21.00,68.00,19.00
2018-01-28T13,1517115600,3.42,21.00,68.00,19.00
2018-01-28T14,1517119200,3.41,21.00,68.00,19.00
2018-01-28T15,1517122800,3.47,21.00,68.00,19.00
2018-01-28T16,1517126400,3.29,21.00,68.00,19.00
2018-01-28T17,1517130000,3.21,21.00,67.00,19.00
2018-01-28T18,1517133600,3.11,20.00,66.00,19.00
2018-01-28T19,1517137200,3.13,20.00,65.00,19.00
2018-01-28T20,1517140800,3.20,20.00,65.00,19.00
2018-01-28T21,1517144400,3.10,20.00,65.00,19.00
2018-01-28T22,1517148000,3.14,20.00,66.00,19.00
2018-01-28T23,1517151600,3.09,20.00,66.00,19.00
2018-01-29T00,1517155200,3.14,20.00,65.00,19.00
2018-01-29T01,1517158800,3.26,21.00,63.00,19.00
2018-01-29T02,1517162400,3.09,21.00,62.00,19.00
2018-01-29T03,1517166000,3.54,21.00,61.00,19.00
2018-01-29T04,1517169600,4.02,21.00,60.00,19.00
2018-01-29T05,1517173200,4.36,22.00,60.00,19.00
2018-01-29T12,1517198400,7.11,22.00,58.00,19.00
2018-01-29T13,1517202000,8.38,22.00,57.00,19.00
2018-01-29T15,1517209200,8.73,22.00,56.00,19.00
2018-01-29T16,1517212800,8.40,22.00,57.00,19.00
2018-01-29T17,1517216400,7.24,22.00,57.00,19.00
2018-01-29T18,1517220000,6.23,21.00,57.00,19.00
2018-01-29T19,1517223600,5.18,21.00,57.00,19.00
2018-01-29T20,1517227200,4.60,22.00,58.00,19.00
2018-01-29T21,1517230800,4.40,22.00,58.00,19.00
2018-01-29T22,1517234400,4.08,22.00,58.00,19.00
2018-01-29T23,1517238000,3.86,22.00,58.00,19.00
2018-01-30T00,1517241600,3.66,22.00,58.00,19.00
2018-01-30T01,1517245200,3.62,21.00,57.00,19.00
2018-01-30T02,1517248800,3.84,21.00,58.00,19.00
2018-01-30T03,1517252400,3.83,21.00,59.00,19.00
2018-01-30T04,1517256000,4.16,20.00,59.00,19.00
2018-01-30T05,1517259600,4.29,20.00,60.00,19.00
2018-01-30T06,1517263200,4.20,20.00,60.00,19.00
2018-01-30T07,1517266800,4.10,20.00,61.00,19.00
2018-01-30T08,1517270400,4.01,20.00,61.00,19.00
2018-01-30T09,1517274000,4.00,20.00,62.00,19.00
2018-01-30T10,1517277600,4.42,20.00,62.00,19.00
2018-01-30T11,1517281200,4.43,21.00,61.00,19.00
2018-01-30T12,1517284800,4.31,21.00,61.00,19.00
2018-01-30T13,1517288400,6.70,20.00,64.00,19.00
2018-01-30T14,1517292000,6.57,20.00,65.00,19.00
2018-01-30T15,1517295600,5.75,21.00,65.00,19.00
2018-01-30T16,1517299200,5.50,21.00,63.00,19.00
2018-01-30T17,1517302800,5.13,21.00,65.00,19.00
2018-01-30T18,1517306400,4.96,21.00,65.00,19.00
2018-01-30T19,1517310000,4.76,20.00,65.00,19.00
2018-01-30T20,1517313600,4.42,20.00,65.00,18.00
2018-01-30T21,1517317200,4.36,20.00,65.00,18.00
2018-01-30T22,1517320800,4.26,20.00,65.00,18.00
2018-01-30T23,1517324400,3.99,20.00,65.00,18.00
2018-01-31T00,1517328000,4.16,20.00,65.00,18.00
2018-01-31T01,1517331600,4.43,20.00,65.00,18.00
2018-01-31T02,1517335200,4.66,20.00,66.00,18.00
2018-01-31T03,1517338800,4.74,20.00,66.00,18.00
2018-01-31T04,1517342400,4.60,20.00,66.00,18.00
2018-01-31T05,1517346000,4.60,20.00,67.00,18.00
2018-01-31T06,1517349600,4.93,20.00,68.00,18.00
2018-01-31T07,1517353200,4.25,21.00,68.00,18.00
2018-01-31T08,1517356800,3.64,22.00,69.00,18.00
2018-01-31T09,1517360400,3.18,22.00,70.00,18.00
2018-01-31T10,1517364000,3.34,22.00,69.00,18.00
2018-01-31T11,1517367600,3.80,21.00,69.00,18.00
2018-01-31T12,1517371200,3.87,21.00,69.00,18.00
2018-01-31T13,1517374800,3.87,20.00,68.00,18.00
2018-01-31T14,1517378400,3.82,20.00,68.00,18.00
2018-01-31T15,1517382000,3.76,20.00,68.00,18.00
2018-01-31T16,1517385600,3.57,20.00,68.00,18.00
2018-01-31T23,1517410800,3.92,20.00,65.00,18.00
2018-02-01T00,1517414400,4.47,19.00,64.00,18.00
2018-02-01T01,1517418000,7.55,19.00,63.00,18.00
2018-02-01T02,1517421600,8.97,19.00,62.00,18.00
2018-02-01T03,1517425200,9.98,19.00,61.00,18.00
2018-02-01T04,1517428800,11.92,19.00,61.00,18.00
2018-02-01T05,1517432400,13.35,19.00,60.00,18.00
2018-02-01T06,1517436000,13.82,19.00,60.00,18.00
2018-02-01T07,1517439600,16.54,19.00,60.00,18.00
2018-02-01T09,1517446800,18.22,20.00,59.00,18.00
2018-02-01T11,1517454000,24.62,20.00,61.00,18.00
2018-02-01T12,1517457600,16.65,21.00,61.00,18.00
2018-02-01T13,1517461200,14.24,20.00,62.00,18.00
2018-02-01T14,1517464800,12.79,20.00,62.00,18.00
2018-02-01T15,1517468400,11.45,20.00,63.00,18.00
2018-02-01T16,1517472000,10.39,20.00,63.00,18.00
2018-02-01T17,1517475600,9.13,19.00,63.00,18.00
2018-02-01T18,1517479200,7.99,19.00,63.00,18.00
2018-02-01T19,1517482800,7.38,19.00,63.00,18.00
2018-02-01T20,1517486400,6.90,19.00,63.00,18.00
2018-02-01T21,1517490000,6.56,19.00,63.00,18.00
2018-02-01T22,1517493600,6.23,19.00,63.00,18.00
2018-02-01T23,1517497200,6.13,19.00,63.00,18.00
2018-02-02T00,1517500800,6.09,19.00,64.00,18.00
2018-02-02T01,1517504400,6.77,19.00,64.00,18.00
2018-02-02T02,1517508000,6.66,19.00,64.00,18.00
2018-02-02T03,1517511600,6.06,19.00,64.00,18.00
2018-02-02T04,1517515200,5.97,19.00,64.00,18.00
2018-02-02T05,1517518800,5.78,19.00,64.00,18.00
2018-02-02T06,1517522400,5.69,19.00,64.00,18.00
2018-02-02T07,1517526000,5.24,20.00,65.00,18.00
2018-02-02T08,1517529600,4.20,21.00,64.00,18.00
2018-02-02T09,1517533200,3.92,22.00,65.00,18.00
2018-02-02T10,1517536800,4.15,22.00,67.00,18.00
2018-02-02T11,1517540400,4.60,21.00,61.00,18.00
2018-02-02T12,1517544000,4.46,22.00,60.00,18.00
2018-02-02T13,1517547600,10.18,21.00,54.00,18.00
2018-02-02T14,1517551200,10.58,20.00,57.00,18.00
2018-02-02T15,1517554800,9.23,20.00,59.00,18.00
2018-02-02T16,1517558400,8.17,20.00,60.00,18.00
2018-02-02T17,1517562000,7.50,20.00,60.00,18.00
2018-02-02T18,1517565600,7.18,19.00,61.00,18.00
2018-02-02T19,1517569200,6.80,19.00,61.00,18.00
2018-02-02T20,1517572800,6.75,19.00,62.00,18.00
2018-02-02T21,1517576400,6.68,19.00,62.00,18.00
2018-02-02T22,1517580000,6.56,19.00,62.00,18.00
2018-02-02T23,1517583600,6.46,19.00,62.00,18.00
2018-02-03T00,1517587200,6.55,19.00,62.00,18.00
2018-02-03T01,1517590800,6.67,19.00,62.00,18.00
2018-02-03T02,1517594400,6.70,19.00,62.00,18.00
2018-02-03T03,1517598000,6.66,19.00,62.00,18.00
2018-02-03T04,1517601600,6.47,19.00,62.00,18.00
2018-02-03T05,1517605200,6.51,19.00,62.00,18.00
2018-02-03T06,1517608800,6.56,19.00,62.00,18.00
2018-02-03T07,1517612400,7.03,19.00,62.00,18.00
2018-02-03T08,1517616000,7.32,19.00,62.00,18.00
2018-02-03T09,1517619600,7.52,19.00,61.00,18.00
2018-02-03T10,1517623200,7.34,19.00,61.00,18.00
2018-02-03T11,1517626800,7.13,19.00,61.00,18.00
2018-02-03T12,1517630400,6.88,19.00,61.00,18.00
2018-02-03T13,1517634000,6.55,19.00,61.00,18.00
2018-02-03T14,1517637600,6.45,19.00,61.00,18.00
2018-02-03T15,1517641200,6.10,19.00,61.00,18.00
2018-02-03T16,1517644800,5.99,19.00,61.00,18.00
2018-02-03T17,1517648400,5.57,19.00,62.00,18.00
2018-02-03T18,1517652000,5.26,19.00,61.00,18.00
2018-02-03T19,1517655600,5.12,19.00,61.00,18.00
2018-02-03T20,1517659200,4.93,19.00,61.00,18.00
2018-02-03T21,1517662800,4.76,19.00,61.00,18.00
2018-02-03T22,1517666400,4.50,19.00,61.00,18.00
2018-02-03T23,1517670000,4.24,19.00,61.00,18.00
2018-02-04T00,1517673600,4.20,19.00,61.00,18.00
2018-02-04T01,1517677200,4.16,19.00,61.00,18.00
2018-02-04T03,1517684400,4.08,19.00,61.00,18.00
2018-02-04T04,1517688000,4.03,19.00,61.00,18.00
2018-02-04T05,1517691600,3.97,19.00,61.00,18.00
2018-02-04T06,1517695200,4.06,19.00,61.00,18.00
2018-02-04T07,1517698800,4.00,19.00,61.00,18.00
2018-02-04T08,1517702400,3.98,18.00,61.00,18.00
2018-02-04T09,1517706000,3.95,18.00,61.00,18.00
2018-02-04T10,1517709600,3.99,18.00,61.00,18.00
2018-02-04T11,1517713200,3.99,18.00,61.00,18.00
2018-02-04T12,1517716800,4.02,18.00,61.00,18.00
2018-02-04T13,1517720400,4.04,18.00,61.00,18.00
2018-02-04T14,1517724000,4.03,18.00,61.00,18.00
2018-02-04T15,1517727600,4.03,18.00,61.00,18.00
2018-02-04T16,1517731200,3.93,18.00,61.00,18.00
2018-02-04T17,1517734800,4.03,18.00,60.00,18.00
2018-02-04T18,1517738400,4.07,18.00,59.00,18.00
2018-02-04T19,1517742000,4.15,18.00,59.00,18.00
2018-02-04T20,1517745600,4.00,18.00,59.00,18.00
2018-02-04T21,1517749200,4.13,18.00,59.00,18.00
2018-02-04T22,1517752800,4.09,18.00,60.00,18.00
2018-02-04T23,1517756400,4.10,18.00,60.00,18.00
2018-02-05T00,1517760000,4.15,18.00,59.00,18.00
2018-02-05T01,1517763600,4.13,19.00,57.00,18.00
2018-02-05T02,1517767200,4.80,19.00,55.00,18.00
2018-02-08T03,1518030000,5.66,17.00,61.00,17.00
2018-02-08T04,1518033600,5.67,17.00,61.00,17.00
2018-02-08T05,1518037200,5.65,17.00,61.00,17.00
2018-02-08T06,1518040800,6.17,17.00,60.00,17.00
2018-02-08T07,1518044400,6.22,17.00,60.00,17.00
2018-02-08T08,1518048000,6.13,17.00,60.00,17.00
2018-02-08T09,1518051600,6.06,17.00,60.00,17.00
2018-02-08T10,1518055200,6.02,17.00,61.00,17.00
2018-02-08T11,1518058800,6.59,17.00,61.00,17.00
2018-02-08T12,1518062400,7.00,17.00,61.00,17.00
2018-02-08T13,1518066000,6.98,17.00,62.00,17.00
2018-02-08T14,1518069600,6.76,17.00,62.00,17.00
2018-02-08T15,1518073200,6.66,17.00,62.00,17.00
2018-02-08T16,1518076800,6.34,17.00,62.00,17.00
2018-02-08T17,1518080400,6.27,17.00,62.00,17.00
2018-02-08T18,1518084000,6.32,17.00,64.00,17.00
2018-02-08T19,1518087600,6.13,17.00,65.00,17.00
2018-02-08T20,1518091200,5.82,17.00,65.00,17.00
2018-02-08T21,1518094800,5.65,17.00,65.00,17.00
2018-02-08T22,1518098400,5.36,17.00,65.00,17.00
2018-02-08T23,1518102000,5.03,17.00,65.00,17.00
2018-02-09T00,1518105600,4.81,17.00,65.00,17.00
2018-02-09T01,1518109200,4.92,17.00,65.00,17.00
2018-02-09T02,1518112800,5.03,18.00,65.00,17.00
2018-02-09T03,1518116400,5.13,18.00,66.00,17.00
2018-02-09T04,1518120000,4.97,18.00,66.00,17.00
2018-02-09T05,1518123600,4.64,18.00,67.00,17.00
2018-02-09T06,1518127200,4.58,18.00,67.00,17.00
2018-02-09T07,1518130800,4.44,18.00,67.00,17.00
2018-02-09T10,1518141600,5.00,18.00,69.00,17.00
2018-02-09T11,1518145200,7.29,18.00,70.00,17.00
2018-02-09T12,1518148800,8.00,19.00,70.00,17.00
2018-02-09T13,1518152400,8.77,19.00,71.00,17.00
2018-02-09T14,1518156000,8.49,19.00,71.00,17.00
2018-02-09T15,1518159600,7.97,19.00,71.00,17.00
2018-02-09T16,1518163200,7.63,19.00,71.00,17.00
2018-02-09T17,1518166800,7.37,19.00,70.00,17.00
2018-02-09T18,1518170400,6.97,19.00,70.00,17.00
2018-02-09T19,1518174000,6.80,19.00,70.00,17.00
2018-02-09T20,1518177600,6.45,18.00,70.00,17.00
2018-02-09T21,1518181200,6.43,18.00,70.00,17.00
2018-02-09T22,1518184800,6.47,18.00,70.00,17.00
2018-02-09T23,1518188400,6.25,18.00,70.00,17.00
2018-02-10T00,1518192000,6.07,18.00,69.00,17.00
2018-02-10T01,1518195600,5.99,18.00,69.00,17.00
2018-02-10T02,1518199200,6.03,19.00,69.00,17.00
2018-02-10T03,1518202800,5.93,19.00,69.00,17.00
2018-02-10T04,1518206400,5.83,19.00,69.00,17.00
2018-02-10T05,1518210000,5.86,19.00,69.00,17.00
2018-02-10T06,1518213600,5.62,19.00,69.00,17.00
2018-02-10T07,1518217200,5.45,19.00,69.00,17.00
2018-02-10T08,1518220800,5.29,19.00,69.00,17.00
2018-02-10T09,1518224400,5.03,19.00,69.00,17.00
2018-02-10T10,1518228000,5.01,19.00,70.00,17.00
2018-02-10T11,1518231600,4.80,19.00,70.00,17.00
2018-02-10T12,1518235200,4.63,19.00,70.00,17.00
2018-02-10T13,1518238800,4.67,19.00,70.00,17.00
2018-02-10T14,1518242400,4.65,18.00,70.00,17.00
2018-02-10T15,1518246000,4.63,18.00,70.00,17.00
2018-02-10T16,1518249600,4.49,18.00,70.00,17.00
2018-02-10T17,1518253200,4.58,18.00,70.00,17.00
2018-02-10T18,1518256800,4.76,18.00,70.00,17.00
2018-02-10T19,1518260400,4.66,18.00,70.00,17.00
2018-02-10T20,1518264000,4.61,18.00,70.00,17.00
2018-02-10T21,1518267600,4.64,18.00,70.00,17.00
2018-02-10T22,1518271200,4.55,18.00,70.00,17.00
2018-02-10T23,1518274800,4.52,18.00,69.00,17.00
2018-02-11T00,1518278400,4.56,18.00,69.00,17.00
2018-02-11T01,1518282000,4.48,18.00,69.00,17.00
2018-02-11T02,1518285600,4.44,18.00,69.00,17.00
2018-02-11T03,1518289200,4.36,18.00,69.00,17.00
2018-02-11T04,1518292800,4.38,18.00,69.00,17.00
2018-02-11T05,1518296400,4.54,18.00,69.00,16.00
2018-02-11T06,1518300000,4.56,18.00,68.00,16.00
2018-02-11T07,1518303600,4.86,18.00,68.00,16.00
2018-02-11T08,1518307200,5.18,18.00,68.00,16.00
2018-02-11T09,1518310800,5.50,18.00,68.00,16.00
2018-02-11T10,1518314400,5.61,18.00,68.00,16.00
2018-02-11T11,1518318000,5.77,18.00,68.00,16.00
2018-02-11T12,1518321600,5.98,18.00,68.00,16.00
2018-02-11T13,1518325200,6.01,18.00,68.00,16.00
2018-02-11T14,1518328800,6.06,18.00,68.00,16.00
2018-02-11T15,1518332400,6.19,18.00,68.00,16.00
2018-02-11T16,1518336000,6.11,18.00,68.00,16.00
2018-02-11T17,1518339600,6.29,18.00,67.00,16.00
2018-02-11T18,1518343200,6.93,18.00,65.00,16.00
2018-02-11T19,1518346800,6.75,18.00,64.00,16.00
2018-02-11T20,1518350400,6.55,18.00,64.00,16.00
2018-02-11T21,1518354000,6.33,18.00,64.00,16.00
2018-02-11T22,1518357600,5.95,18.00,64.00,16.00
2018-02-11T23,1518361200,6.03,18.00,64.00,16.00
2018-02-12T00,1518364800,6.14,18.00,64.00,16.00
2018-02-12T01,1518368400,6.98,18.00,63.00,16.00
2018-02-12T02,1518372000,7.60,18.00,61.00,16.00
2018-02-12T03,1518375600,7.59,18.00,60.00,16.00
2018-02-12T04,1518379200,6.98,18.00,60.00,16.00
2018-02-12T05,1518382800,6.65,18.00,59.00,16.00
2018-02-12T06,1518386400,6.60,19.00,59.00,16.00
2018-02-12T07,1518390000,7.06,18.00,59.00,16.00
2018-02-12T08,1518393600,6.77,19.00,59.00,16.00
2018-02-12T09,1518397200,6.62,19.00,58.00,16.00
2018-02-12T10,1518400800,7.25,19.00,59.00,16.00
2018-02-12T11,1518404400,7.83,19.00,60.00,16.00
2018-02-12T12,1518408000,7.63,18.00,60.00,16.00
2018-02-12T13,1518411600,7.58,18.00,60.00,16.00
2018-02-12T14,1518415200,7.30,18.00,59.00,16.00
2018-02-12T15,1518418800,7.43,18.00,58.00,16.00
2018-02-12T16,1518422400,7.09,18.00,58.00,16.00
2018-02-12T17,1518426000,7.13,18.00,57.00,16.00
2018-02-12T18,1518429600,7.30,18.00,57.00,16.00
2018-02-12T19,1518433200,7.05,18.00,56.00,16.00
2018-02-12T20,1518436800,6.73,18.00,57.00,16.00
2018-02-12T21,1518440400,6.44,18.00,57.00,16.00
2018-02-12T22,1518444000,6.21,18.00,58.00,16.00
2018-02-12T23,1518447600,6.05,18.00,58.00,16.00
2018-02-13T00,1518451200,6.21,18.00,58.00,16.00
2018-02-13T01,1518454800,6.39,18.00,58.00,16.00
2018-02-13T02,1518458400,6.23,18.00,58.00,16.00
2018-02-13T03,1518462000,6.45,18.00,57.00,16.00
2018-02-13T04,1518465600,6.32,18.00,57.00,16.00
2018-02-13T05,1518469200,6.55,18.00,57.00,16.00
2018-02-13T06,1518472800,6.61,18.00,57.00,16.00
2018-02-13T07,1518476400,6.50,18.00,57.00,16.00
2018-02-13T08,1518480000,6.07,18.00,58.00,16.00
2018-02-13T09,1518483600,5.63,18.00,58.00,16.00
2018-02-13T10,1518487200,5.49,18.00,58.00,16.00
2018-02-13T11,1518490800,5.58,18.00,59.00,16.00
2018-02-13T12,1518494400,5.63,18.00,59.00,16.00
2018-02-13T13,1518498000,5.69,18.00,59.00,16.00
2018-02-13T14,1518501600,5.44,18.00,59.00,16.00
2018-02-13T15,1518505200,5.36,18.00,60.00,16.00
2018-02-13T16,1518508800,5.20,18.00,60.00,16.00
2018-02-13T17,1518512400,5.44,18.00,60.00,16.00
2018-02-13T18,1518516000,5.58,18.00,61.00,16.00
2018-02-13T19,1518519600,5.49,18.00,61.00,16.00
2018-02-13T20,1518523200,5.11,18.00,61.00,16.00
2018-02-13T21,1518526800,5.27,18.00,62.00,16.00
2018-02-13T22,1518530400,4.88,18.00,62.00,16.00
2018-02-13T23,1518534000,4.71,18.00,62.00,16.00
2018-02-14T00,1518537600,4.62,18.00,62.00,16.00
2018-02-14T01,1518541200,4.61,18.00,62.00,16.00
2018-02-14T02,1518544800,4.55,18.00,62.00,16.00
2018-02-14T03,1518548400,5.04,18.00,62.00,16.00
2018-02-14T04,1518552000,5.14,18.00,62.00,16.00
2018-02-14T05,1518555600,5.05,19.00,62.00,16.00
2018-02-14T06,1518559200,5.09,19.00,61.00,16.00
2018-02-14T07,1518562800,5.34,19.00,61.00,16.00
2018-02-14T08,1518566400,5.46,19.00,61.00,16.00
2018-02-14T09,1518570000,5.55,19.00,62.00,16.00
2018-02-14T10,1518573600,5.64,19.00,62.00,16.00
