date,timestamp,pm2.5,temperature,humidity,filter
2018-01-30T01,1517245200,3.00,21.00,59.00,18.00
2018-01-30T02,1517248800,3.00,21.00,59.00,18.00
2018-01-30T03,1517252400,3.00,21.00,59.00,18.00
2018-01-30T04,1517256000,3.00,21.00,59.00,18.00
2018-01-30T05,1517259600,3.00,20.00,61.00,18.00
2018-01-30T06,1517263200,3.00,21.00,61.00,18.00
2018-01-30T07,1517266800,3.00,21.00,62.00,18.00
2018-01-30T08,1517270400,3.00,21.00,62.00,18.00
2018-01-30T09,1517274000,3.00,20.00,63.00,18.00
2018-01-30T10,1517277600,3.00,21.00,63.00,18.00
2018-01-30T11,1517281200,3.00,21.00,63.00,18.00
2018-01-30T12,1517284800,3.00,21.00,63.00,18.00
2018-01-30T13,1517288400,8.96,21.00,63.00,18.00
2018-01-30T14,1517292000,14.73,21.00,63.00,18.00
2018-01-30T15,1517295600,13.61,21.00,62.00,18.00
2018-01-30T16,1517299200,13.00,21.00,62.00,18.00
2018-01-30T17,1517302800,13.18,21.00,63.00,18.00
2018-01-30T18,1517306400,12.38,21.00,64.00,18.00
2018-01-30T19,1517310000,12.27,21.00,64.00,18.00
2018-01-30T20,1517313600,11.62,21.00,64.00,18.00
2018-01-30T21,1517317200,10.03,21.00,64.00,18.00
2018-01-30T22,1517320800,9.37,21.00,64.00,18.00
2018-01-30T23,1517324400,6.66,21.00,64.00,18.00
2018-01-31T00,1517328000,7.09,21.00,65.00,18.00
2018-01-31T01,1517331600,10.49,21.00,66.00,18.00
2018-01-31T02,1517335200,10.24,21.00,68.00,18.00
2018-01-31T03,1517338800,9.76,20.00,70.00,18.00
2018-01-31T04,1517342400,6.36,21.00,69.00,18.00
2018-01-31T05,1517346000,3.10,21.00,68.00,18.00
2018-01-31T06,1517349600,3.01,21.00,71.00,18.00
2018-01-31T07,1517353200,3.00,22.00,72.00,18.00
2018-01-31T09,1517360400,3.00,22.00,72.00,18.00
2018-01-31T10,1517364000,3.00,21.00,72.00,18.00
2018-01-31T11,1517367600,3.01,20.00,72.00,18.00
2018-01-31T12,1517371200,3.00,21.00,70.00,18.00
2018-01-31T13,1517374800,3.00,21.00,68.00,18.00
2018-01-31T14,1517378400,3.02,21.00,68.00,18.00
2018-01-31T15,1517382000,3.00,21.00,66.00,18.00
2018-01-31T16,1517385600,3.00,21.00,66.00,17.00
2018-01-31T22,1517407200,3.00,21.00,63.00,17.00
2018-01-31T23,1517410800,3.00,21.00,61.00,17.00
2018-02-01T00,1517414400,3.00,21.00,59.00,17.00
2018-02-01T01,1517418000,6.11,19.00,59.00,17.00
2018-02-01T02,1517421600,6.00,20.00,61.00,17.00
2018-02-01T03,1517425200,5.91,20.00,60.00,17.00
2018-02-01T04,1517428800,8.34,20.00,60.00,17.00
2018-02-01T05,1517432400,4.54,19.00,58.00,17.00
2018-02-01T06,1517436000,3.63,21.00,58.00,17.00
2018-02-01T07,1517439600,7.46,21.00,59.00,17.00
2018-02-01T09,1517446800,6.64,21.00,60.00,17.00
2018-02-01T11,1517454000,15.68,21.00,60.00,17.00
2018-02-01T12,1517457600,11.98,21.00,61.00,17.00
2018-02-01T13,1517461200,6.78,20.00,61.00,17.00
2018-02-01T14,1517464800,3.40,20.00,61.00,17.00
2018-02-01T15,1517468400,3.00,21.00,60.00,17.00
2018-02-01T16,1517472000,3.00,21.00,60.00,17.00
2018-02-01T17,1517475600,3.00,20.00,61.00,17.00
2018-02-01T18,1517479200,3.00,21.00,61.00,17.00
2018-02-01T19,1517482800,3.00,20.00,62.00,17.00
2018-02-01T20,1517486400,3.00,20.00,62.00,17.00
2018-02-01T21,1517490000,3.00,20.00,62.00,17.00
2018-02-01T22,1517493600,3.00,20.00,62.00,17.00
2018-02-01T23,1517497200,3.00,21.00,62.00,17.00
2018-02-02T00,1517500800,3.00,21.00,62.00,17.00
2018-02-02T01,1517504400,3.00,20.00,64.00,17.00
2018-02-02T02,1517508000,3.00,21.00,64.00,17.00
2018-02-02T03,1517511600,3.00,21.00,63.00,17.00
2018-02-02T04,1517515200,3.00,21.00,63.00,17.00
2018-02-02T05,1517518800,3.00,22.00,62.00,17.00
2018-02-02T06,1517522400,3.00,21.00,62.00,16.00
2018-02-02T07,1517526000,3.04,21.00,63.00,16.00
2018-02-02T08,1517529600,3.00,21.00,62.00,16.00
2018-02-02T09,1517533200,3.00,21.00,61.00,16.00
2018-02-02T10,1517536800,3.00,20.00,61.00,16.00
2018-02-02T11,1517540400,3.00,20.00,60.00,16.00
2018-02-02T12,1517544000,3.00,21.00,60.00,16.00
2018-02-02T13,1517547600,3.02,22.00,59.00,16.00
2018-02-02T14,1517551200,3.02,21.00,59.00,16.00
2018-02-02T15,1517554800,3.00,21.00,57.00,16.00
2018-02-02T16,1517558400,3.00,21.00,58.00,16.00
2018-02-02T17,1517562000,3.00,21.00,59.00,16.00
2018-02-02T18,1517565600,3.00,21.00,59.00,16.00
2018-02-02T19,1517569200,3.00,21.00,59.00,16.00
2018-02-02T20,1517572800,3.00,21.00,59.00,16.00
2018-02-02T21,1517576400,3.04,21.00,58.00,16.00
2018-02-02T22,1517580000,3.02,20.00,58.00,16.00
2018-02-02T23,1517583600,6.86,20.00,58.00,16.00
2018-02-03T00,1517587200,3.39,20.00,58.00,16.00
2018-02-03T01,1517590800,3.40,20.00,58.00,16.00
2018-02-03T02,1517594400,3.08,20.00,57.00,16.00
2018-02-03T03,1517598000,3.00,21.00,57.00,16.00
2018-02-03T04,1517601600,3.00,21.00,57.00,16.00
2018-02-03T05,1517605200,3.02,20.00,58.00,16.00
2018-02-03T06,1517608800,3.04,20.00,58.00,16.00
2018-02-03T07,1517612400,3.09,20.00,58.00,16.00
2018-02-03T08,1517616000,3.05,20.00,58.00,16.00
2018-02-03T09,1517619600,3.02,20.00,58.00,16.00
2018-02-03T10,1517623200,3.00,20.00,57.00,16.00
2018-02-03T11,1517626800,3.00,20.00,57.00,16.00
2018-02-03T12,1517630400,3.01,20.00,57.00,16.00
2018-02-03T13,1517634000,3.00,20.00,57.00,16.00
2018-02-03T14,1517637600,3.00,20.00,57.00,16.00
2018-02-03T15,1517641200,3.00,20.00,56.00,16.00
2018-02-03T16,1517644800,3.00,20.00,55.00,16.00
2018-02-03T17,1517648400,3.00,20.00,56.00,16.00
2018-02-03T18,1517652000,3.00,20.00,56.00,16.00
2018-02-03T19,1517655600,3.00,20.00,56.00,16.00
2018-02-03T20,1517659200,3.01,20.00,56.00,16.00
2018-02-03T21,1517662800,3.00,20.00,56.00,16.00
2018-02-03T22,1517666400,3.00,20.00,56.00,16.00
2018-02-03T23,1517670000,3.00,20.00,56.00,16.00
2018-02-04T00,1517673600,3.00,20.00,56.00,16.00
2018-02-04T01,1517677200,3.00,20.00,56.00,16.00
2018-02-04T02,1517680800,3.00,20.00,56.00,16.00
2018-02-04T03,1517684400,3.00,20.00,56.00,16.00
2018-02-04T04,1517688000,3.00,20.00,55.00,16.00
2018-02-04T05,1517691600,3.00,20.00,56.00,15.00
2018-02-04T06,1517695200,3.00,20.00,56.00,15.00
2018-02-04T07,1517698800,3.00,20.00,56.00,15.00
2018-02-04T08,1517702400,3.00,20.00,56.00,15.00
2018-02-04T09,1517706000,3.00,20.00,56.00,15.00
2018-02-04T10,1517709600,3.00,20.00,56.00,15.00
2018-02-04T11,1517713200,3.00,20.00,56.00,15.00
2018-02-04T12,1517716800,3.00,20.00,56.00,15.00
2018-02-04T13,1517720400,3.00,20.00,55.00,15.00
2018-02-04T14,1517724000,3.00,20.00,55.00,15.00
2018-02-04T15,1517727600,3.00,20.00,55.00,15.00
2018-02-04T16,1517731200,3.00,20.00,54.00,15.00
2018-02-04T17,1517734800,3.00,19.00,55.00,15.00
2018-02-04T18,1517738400,3.00,19.00,54.00,15.00
2018-02-04T19,1517742000,3.00,19.00,54.00,15.00
2018-02-04T20,1517745600,3.00,19.00,54.00,15.00
2018-02-04T21,1517749200,3.00,19.00,55.00,15.00
2018-02-04T22,1517752800,3.00,19.00,55.00,15.00
2018-02-04T23,1517756400,3.00,19.00,53.00,15.00
2018-02-05T00,1517760000,3.00,19.00,52.00,15.00
2018-02-05T01,1517763600,3.00,19.00,51.00,15.00
2018-02-05T02,1517767200,3.00,19.00,53.00,15.00
2018-02-08T04,1518033600,3.43,18.00,59.00,12.00
2018-02-08T05,1518037200,3.00,19.00,57.00,12.00
2018-02-08T06,1518040800,3.02,19.00,57.00,12.00
2018-02-08T07,1518044400,3.03,20.00,59.00,12.00
2018-02-08T08,1518048000,3.00,19.00,57.50,12.00
2018-02-08T09,1518051600,3.02,19.00,58.00,12.00
2018-02-08T10,1518055200,3.07,19.00,58.00,12.00
2018-02-08T11,1518058800,3.00,19.00,59.00,12.00
2018-02-08T12,1518062400,3.00,19.00,59.00,12.00
2018-02-08T13,1518066000,3.01,19.00,60.00,12.00
2018-02-08T14,1518069600,3.01,19.00,60.00,12.00
2018-02-08T15,1518073200,3.00,19.00,59.00,12.00
2018-02-08T16,1518076800,3.00,19.00,59.00,12.00
2018-02-08T17,1518080400,3.00,19.00,60.00,12.00
2018-02-08T18,1518084000,3.00,19.00,60.00,12.00
2018-02-08T19,1518087600,3.00,19.00,63.00,12.00
2018-02-08T20,1518091200,3.00,19.00,63.00,12.00
2018-02-08T21,1518094800,3.01,19.00,63.00,12.00
2018-02-08T22,1518098400,3.00,19.00,64.00,12.00
2018-02-08T23,1518102000,3.00,19.00,62.00,12.00
2018-02-09T00,1518105600,3.00,19.00,63.00,12.00
2018-02-09T01,1518109200,3.00,19.00,67.00,12.00
2018-02-09T02,1518112800,3.00,19.00,67.00,12.00
2018-02-09T03,1518116400,3.00,19.00,68.00,12.00
2018-02-09T04,1518120000,3.00,19.00,66.00,12.00
2018-02-09T05,1518123600,3.00,19.00,67.00,12.00
2018-02-09T06,1518127200,3.00,19.00,67.00,11.00
2018-02-09T07,1518130800,3.00,19.00,68.00,11.00
2018-02-09T10,1518141600,3.00,19.00,71.00,11.00
2018-02-09T11,1518145200,3.03,19.00,72.00,11.00
2018-02-09T12,1518148800,3.01,19.00,73.00,11.00
2018-02-09T13,1518152400,5.47,20.00,74.00,11.00
2018-02-09T14,1518156000,4.17,20.00,74.00,11.00
2018-02-09T15,1518159600,3.01,20.00,72.00,11.00
2018-02-09T16,1518163200,3.00,19.00,71.00,11.00
2018-02-09T17,1518166800,3.61,19.00,72.00,11.00
2018-02-09T18,1518170400,3.33,19.00,71.00,11.00
2018-02-09T19,1518174000,3.00,19.00,71.00,11.00
2018-02-09T20,1518177600,3.00,19.00,71.00,11.00
2018-02-09T21,1518181200,3.05,19.00,71.00,11.00
2018-02-09T22,1518184800,3.00,19.00,70.00,11.00
2018-02-09T23,1518188400,3.00,19.00,71.00,11.00
2018-02-10T00,1518192000,3.00,19.00,71.00,11.00
2018-02-10T01,1518195600,3.61,19.00,71.00,11.00
2018-02-10T02,1518199200,3.18,19.00,71.00,11.00
2018-02-10T03,1518202800,3.00,19.00,70.00,11.00
2018-02-10T04,1518206400,3.00,19.00,69.00,11.00
2018-02-10T05,1518210000,3.01,19.00,70.00,11.00
2018-02-10T06,1518213600,3.00,19.00,70.00,11.00
2018-02-10T07,1518217200,3.00,19.00,70.00,11.00
2018-02-10T08,1518220800,3.03,19.00,70.00,11.00
2018-02-10T09,1518224400,3.01,19.00,70.00,11.00
2018-02-10T10,1518228000,3.02,19.00,70.00,11.00
2018-02-10T11,1518231600,3.00,19.00,70.00,11.00
2018-02-10T12,1518235200,3.01,19.00,71.00,11.00
2018-02-10T13,1518238800,3.12,19.00,70.00,11.00
2018-02-10T14,1518242400,3.00,19.00,70.00,11.00
2018-02-10T15,1518246000,3.00,19.00,69.00,11.00
2018-02-10T16,1518249600,3.00,19.00,69.00,11.00
2018-02-10T17,1518253200,3.00,19.00,70.00,11.00
2018-02-10T18,1518256800,3.00,19.00,69.00,11.00
2018-02-10T19,1518260400,3.00,19.00,69.00,11.00
2018-02-10T20,1518264000,3.00,19.00,69.00,11.00
2018-02-10T21,1518267600,3.02,19.00,68.00,11.00
2018-02-10T22,1518271200,3.29,19.00,68.00,11.00
2018-02-10T23,1518274800,3.91,19.00,68.00,11.00
2018-02-11T00,1518278400,3.22,19.00,68.00,11.00
2018-02-11T01,1518282000,3.13,19.00,67.00,11.00
2018-02-11T02,1518285600,3.25,19.00,66.00,11.00
2018-02-11T03,1518289200,3.07,19.00,67.00,11.00
2018-02-11T04,1518292800,3.00,19.00,66.00,11.00
2018-02-11T05,1518296400,5.11,19.00,66.00,10.00
2018-02-11T06,1518300000,7.00,19.00,65.00,10.00
2018-02-11T07,1518303600,3.91,19.00,65.00,10.00
2018-02-11T08,1518307200,3.03,19.00,65.00,10.00
2018-02-11T09,1518310800,3.03,19.00,65.00,10.00
2018-02-11T10,1518314400,3.08,19.00,65.00,10.00
2018-02-11T11,1518318000,3.03,19.00,65.00,10.00
2018-02-11T12,1518321600,3.08,19.00,64.00,10.00
2018-02-11T13,1518325200,3.00,19.00,64.00,10.00
2018-02-11T14,1518328800,3.00,19.00,64.00,10.00
2018-02-11T15,1518332400,3.00,19.00,64.00,10.00
2018-02-11T16,1518336000,3.00,19.00,63.00,10.00
2018-02-11T17,1518339600,3.00,19.00,64.00,10.00
2018-02-11T18,1518343200,3.00,19.00,62.00,10.00
2018-02-11T19,1518346800,3.00,19.00,61.00,10.00
2018-02-11T20,1518350400,3.00,19.00,61.00,10.00
2018-02-11T21,1518354000,3.00,19.00,60.00,10.00
2018-02-11T22,1518357600,3.01,19.00,61.00,10.00
2018-02-11T23,1518361200,3.00,19.00,60.00,10.00
2018-02-12T00,1518364800,3.00,19.00,59.00,10.00
2018-02-12T01,1518368400,3.06,19.00,57.00,10.00
2018-02-12T02,1518372000,3.04,19.00,55.00,10.00
2018-02-12T03,1518375600,3.04,19.00,55.00,10.00
2018-02-12T04,1518379200,3.24,19.00,56.00,10.00
2018-02-12T05,1518382800,3.00,19.00,57.00,10.00
2018-02-12T06,1518386400,3.00,19.00,56.00,10.00
2018-02-12T07,1518390000,3.02,19.00,56.00,10.00
2018-02-12T08,1518393600,3.08,19.00,56.00,10.00
2018-02-12T09,1518397200,3.09,19.00,55.00,10.00
2018-02-12T10,1518400800,3.08,19.00,56.00,10.00
2018-02-12T11,1518404400,3.04,19.00,56.00,10.00
2018-02-12T12,1518408000,3.07,19.00,55.00,10.00
2018-02-12T13,1518411600,3.03,19.00,56.00,10.00
2018-02-12T14,1518415200,3.01,19.00,56.00,10.00
2018-02-12T15,1518418800,3.00,19.00,55.00,10.00
2018-02-12T17,1518426000,3.00,19.00,55.00,10.00
2018-02-12T18,1518429600,3.00,19.00,55.00,10.00
2018-02-12T19,1518433200,3.00,19.00,54.00,10.00
2018-02-12T20,1518436800,3.00,19.00,55.00,10.00
2018-02-12T21,1518440400,3.00,19.00,55.00,10.00
2018-02-12T22,1518444000,3.00,19.00,55.00,10.00
2018-02-12T23,1518447600,3.00,19.00,55.00,10.00
2018-02-13T00,1518451200,3.00,19.00,54.00,10.00
2018-02-13T01,1518454800,3.00,19.00,54.00,9.00
2018-02-13T02,1518458400,3.00,19.00,54.00,9.00
2018-02-13T03,1518462000,3.00,19.00,55.00,9.00
2018-02-13T04,1518465600,3.00,19.00,55.00,9.00
2018-02-13T05,1518469200,3.00,19.00,55.00,9.00
2018-02-13T06,1518472800,3.06,19.00,55.00,9.00
2018-02-13T07,1518476400,3.00,20.00,58.00,9.00
2018-02-13T09,1518483600,3.00,20.00,60.00,9.00
2018-02-13T10,1518487200,3.00,21.00,59.00,9.00
2018-02-14T03,1518548400,3.14,19.00,63.00,8.00
2018-02-14T04,1518552000,3.03,19.00,61.00,8.00
2018-02-14T05,1518555600,3.00,19.00,60.00,8.00
2018-02-14T06,1518559200,3.00,19.00,60.00,8.00
2018-02-14T07,1518562800,3.00,19.00,60.00,8.00
2018-02-14T08,1518566400,3.00,19.00,60.00,8.00
2018-02-14T09,1518570000,3.01,19.00,61.00,8.00
2018-02-14T10,1518573600,3.02,19.00,61.00,8.00
2018-02-14T11,1518577200,3.00,19.00,61.00,8.00
2018-02-14T12,1518580800,3.00,19.00,62.00,8.00
2018-02-14T13,1518584400,3.00,19.00,62.00,8.00
2018-02-14T14,1518588000,3.00,19.00,63.00,8.00
2018-02-14T15,1518591600,3.00,19.00,64.00,8.00
2018-02-14T16,1518595200,3.00,19.00,64.00,8.00
2018-02-14T17,1518598800,3.00,19.00,63.00,8.00
2018-02-14T18,1518602400,3.00,19.00,63.00,8.00
2018-02-14T19,1518606000,3.32,19.00,63.00,8.00
2018-02-14T20,1518609600,3.00,19.00,63.00,8.00
2018-02-14T21,1518613200,3.00,19.00,63.00,8.00
2018-02-14T22,1518616800,3.02,19.00,63.00,8.00
2018-02-14T23,1518620400,3.00,19.00,64.00,8.00
2018-02-15T00,1518624000,3.02,19.00,64.00,8.00
2018-02-15T01,1518627600,3.00,19.00,63.00,8.00
2018-02-15T02,1518631200,3.00,19.00,63.00,8.00
